yacht_id,length_meters,beam_meters,draft_meters,year_built,engine_hours,fuel_capacity_l,water_capacity_l,num_cabins,num_berths,num_heads,engine_power_hp,cruise_speed_knots,max_speed_knots,range_nm,age_years,location,brand,condition,sale_price,asking_price_eur,length_to_beam_ratio,engine_hours_per_year,price_per_meter,age_to_length_ratio,fuel_per_meter,power_to_weight_ratio,size_category,age_category,speed_category,broker,listing_date,days_on_market,last_seen_date,listing_number,asking_price_usd,asking_price_gbp,sale_price_usd,sale_price_gbp,sale_to_ask_ratio
202,34.486276210945874,5.355891688312121,2.347276966618161,2010,828.6695503048302,1774.0224870029856,823.5466672596368,2,4,1,756.7286120188835,27.95580538414499,13.50686370356139,370.0539130470122,14,Greek Islands,Hatteras,Good,2704192.9366096165,3224782.9794771182,6.438942050714627,59.19068216463073,78413.59618152426,0.40595858811675434,51.44140457936466,21.94289135162408,Large,Mature,Slow,Riviera Yacht Sales,2023-06-13,335,2024-05-13,YACHT-0201,3482765.617835288,2773313.362350322,2920528.371538386,2325605.9254842703,0.8385658674767899
203,38.66440994540221,6.183446254548426,3.0758063537185456,2016,1573.1382627097921,1058.5023882495584,1128.3199391249423,3,10,2,601.8376605388046,24.485032163445336,19.69283062042783,1776.271158532358,8,Greek Islands,Azimut,Very Good,3106451.446019576,3372783.1452487675,6.252890112364348,196.64228283872401,80343.95068762662,0.20690862763189075,27.37665956222437,15.565675549908974,Large,Modern,Slow,Riviera Yacht Sales,2023-10-14,225,2024-05-26,YACHT-0202,3642605.796868669,2900593.50491394,3354967.561701142,2671548.2435768354,0.9210350361230983
204,38.43041641627922,6.814947043554582,1.465381633703069,2018,83.87058799642277,979.7681146903608,1334.6013760996163,6,4,3,716.3960246876311,22.454117259383235,26.858364645946995,300.0,6,French Riviera,Bertram,Very Good,3156214.077910974,3460465.248821382,5.63913647027174,13.978431332737129,82128.0218179992,0.15612633324104147,25.494600528849034,18.641380747156408,Large,Modern,Fast,Riviera Yacht Sales,2023-02-23,90,2023-05-24,YACHT-0203,3737302.4687270927,2976000.1139863883,3408711.2041438525,2714344.107003438,0.912077958010405
205,18.97864505634327,6.073290105488557,1.7348508985455928,2009,2731.611981370448,1557.271837221677,887.6829924706731,5,9,2,727.841143119439,16.342987488983177,25.357991113879287,994.0404681113268,15,Monaco,Ferretti,Excellent,1783236.6170789618,2264901.2133756233,3.1249363568507755,182.10746542469653,93960.16479495447,0.7903620071648118,82.05389966451725,38.35053245153406,Small,Mature,Fast,Mediterranean Marine,2023-03-04,336,2024-02-03,YACHT-0204,2446093.3104456733,1947815.043503036,1925895.546445279,1533583.4906879072,0.7873352738511781
206,22.497399680679017,6.060887536805824,2.877925022304302,2014,1181.0207038762603,1590.3871193629202,1026.5483405287919,7,14,5,875.7831282266,28.070906134501946,14.357303617517466,2711.2282114606196,10,Croatia,Sunseeker,Very Good,1735970.4236297763,1938011.931874873,3.7118985534807454,118.10207038762603,77163.1587769961,0.4444958147135598,70.69204183311727,38.92819350934726,Medium,Modern,Slow,Luxury Yacht Group,2023-09-14,362,2024-09-10,YACHT-0205,2093052.8864248628,1666690.2614123907,1874848.0575201586,1492934.5643216076,0.8957480576243732
207,34.12028213766928,4.947012468289866,3.687292822828772,1995,40.45282281362773,1449.8141138613717,880.9192121488436,2,13,4,855.1558431419674,20.151755789774047,31.29607927358219,2029.9965597019914,29,Spanish Coast,Fairline,Excellent,2369392.320103253,2369392.320103253,6.897149007886839,1.3949249246078528,69442.34254989967,0.8499343552609018,42.49126979699726,25.062976903050373,Large,Classic,High-Performance,Luxury Yacht Group,2023-08-27,112,2023-12-17,YACHT-0206,2558943.7057115133,2037677.3952887973,2558943.7057115133,2037677.3952887973,1.0
208,34.11028760729767,5.0056486236735775,2.784490679028528,1991,129.09185088550902,1097.6075109016735,773.8011906789192,7,14,2,1321.9157223753045,21.4950872852906,23.832574615134828,1988.6878792772068,33,Croatia,Azimut,Very Good,2462496.414457262,2952642.6461792802,6.814359171352422,3.911874269257849,72192.19148215059,0.9674500660891486,32.17819572611424,38.754165241705245,Large,Classic,Moderate,Luxury Yacht Group,2023-01-09,363,2024-01-07,YACHT-0207,3188854.057873623,2539272.675714181,2659496.127613843,2117746.9164332454,0.8339974421367017
209,34.12038149044838,3.8960920923004596,2.2495535755814764,2011,980.3031702361438,1718.4805376951967,954.2771235838053,7,13,3,811.890819524445,20.365296990887742,17.204058389303263,940.590357995418,13,Croatia,Viking,Excellent,2872440.8533219513,3551073.5599288773,8.757591114922002,75.40793617201106,84185.48468240483,0.3810039463843394,50.365220511273186,23.794892790156077,Large,Mature,Slow,Luxury Yacht Group,2023-04-30,34,2023-06-03,YACHT-0208,3835159.444723188,3053923.2615388343,3102236.1215877077,2470299.133856878,0.8088936500035449
210,60.0,8.62436511478041,2.499433124338683,2021,1751.3608107964883,1555.0826743472708,1156.7998502937453,7,11,1,908.240290539563,16.172247676893033,22.813870540680824,1406.6847519684302,3,Monaco,Fairline,Excellent,5138790.061915058,6348339.770805285,6.957033845560665,583.7869369321628,85646.50103191762,0.05,25.918044572454512,15.137338175659384,Superyacht,New,Moderate,Luxury Yacht Group,2023-12-14,248,2024-08-18,YACHT-0209,6856206.952469708,5459572.202892546,5549893.266868263,4419359.453246949,0.8094699161420599
211,34.56712408554534,4.1342051469130725,1.499673812824226,2005,1248.0033841937204,1644.9121582752368,534.0914491942565,2,10,4,821.4367419215786,21.598604929584358,21.50192950714583,2120.714975938616,19,Sardinia,Sunseeker,Excellent,2807644.108932545,3056027.1332840323,8.361250314671954,65.68438864177476,81222.9591904811,0.5496552143875076,47.58602868449437,23.763525709825316,Large,Mature,Moderate,Med Yacht Brokers,2023-03-31,283,2024-01-08,YACHT-0210,3300509.3039467554,2628183.3346242676,3032255.6376471487,2414573.9336819886,0.9187235539742826
212,39.08452512144479,4.960642203306139,2.9836122610842937,2007,1930.9846271121462,1796.7168798120551,364.5809893061273,3,7,2,701.9799320104012,23.484692807292014,19.793567781152255,1819.8187870576694,17,Greek Islands,Azimut,Very Good,3017026.4730752986,3469649.5163997114,7.878924445588108,113.58733100659684,77192.35333423367,0.4349547537593718,45.97003223729172,17.960559321859094,Large,Mature,Slow,Riviera Yacht Sales,2023-11-08,117,2024-03-04,YACHT-0211,3747221.4777116887,2983898.584103752,3258388.590921323,2594642.766844757,0.8695479064427009
213,37.63201410794562,4.922389101646203,3.2058664498587275,1994,1308.98501973909,1363.1751061609937,640.0975251090601,2,4,3,906.2223503041837,17.79196294933189,29.875556223145587,2067.9284724895538,30,Greek Islands,Bertram,Very Good,2666877.305567989,3208594.116201791,7.645070987045758,43.632833991302995,70867.2487717022,0.7971935786893161,36.22381470868903,24.081154617574505,Large,Classic,Fast,Riviera Yacht Sales,2023-06-24,238,2024-02-17,YACHT-0212,3465281.6454979344,2759390.9399335403,2880227.4900134285,2293514.4827884706,0.8311669251344682
214,35.21113001044638,7.342386565416662,2.1383277337335356,2019,2167.6671406694163,1255.6208113102816,863.4985829899111,4,4,2,673.8018218154746,21.170383303861556,18.36205012259702,2390.767565608822,5,Greek Islands,Princess,Very Good,2849750.205827579,3551903.7727176365,4.79559741192246,433.53342813388326,80933.22210852419,0.1420005548960402,35.659770389015236,19.13604651755204,Large,New,Slow,Mediterranean Marine,2023-01-03,209,2023-07-31,YACHT-0213,3836056.0745350476,3054637.2445371673,3077730.2222937853,2450785.177011718,0.8023162754905308
215,27.477846042877236,5.557575482561958,2.1239662817923985,2008,494.6831132048111,2053.7826616543116,1060.9614852863695,6,7,5,782.5348246137946,20.29249712188473,26.10787695101921,1830.054937849951,16,Greek Islands,Ferretti,Excellent,2315129.3165877173,2778636.815878477,4.944214636237448,30.917694575300693,84254.39581308964,0.5822872715362453,74.74321889894604,28.478754244153794,Medium,Mature,Fast,Med Yacht Brokers,2023-05-10,237,2024-01-02,YACHT-0214,3000927.7611487554,2389627.6616554903,2500339.6619147346,1991011.2122654368,0.8331888872118683
216,36.07175376394614,7.8716131090106005,2.7127025837216387,2012,239.46704440140476,1121.320756734916,503.14765254335356,2,8,4,1147.780561543311,24.575656647373314,16.952090859635195,884.6580589498033,12,Monaco,Sunseeker,Very Good,3093523.51951915,3797493.0589602976,4.582511013232468,19.955587033450396,85760.2749165786,0.33267026822505225,31.085839742443586,31.819372272676194,Large,Mature,Slow,Luxury Yacht Group,2023-02-23,302,2023-12-22,YACHT-0215,4101292.503677122,3265844.0307058557,3341005.401080682,2660430.2267864686,0.8146225605916222
217,23.817398283699426,4.9897640636341976,2.1506242111675236,2023,1814.8302468826269,1265.412900268996,100.0,2,15,1,654.3921715122564,18.505293643656973,24.778623441443717,1799.190938790059,1,Spanish Coast,Azimut,Very Good,2032478.6202054597,2188543.0011897665,4.773251396249884,1814.8302468826269,85335.8790912307,0.04198611402003542,53.12977031311778,27.47538432693217,Medium,New,Moderate,Luxury Yacht Group,2023-10-20,94,2024-01-22,YACHT-0216,2363626.441284948,1882146.9810231992,2195076.9098218963,1747931.6133766952,0.9286902834902193
218,28.10545114607993,6.418491243335703,2.447093908299342,2002,1325.971360484109,2117.1239077137366,647.1654029986951,3,10,3,916.2031807259202,21.13285481842204,26.592536087487865,1382.2345835695628,22,Italian Coast,Fairline,Very Good,2035444.418464619,2035444.418464619,4.378825191241278,60.27142547655041,72421.6952748868,0.7827662998773283,75.32787489195053,32.59877153239398,Medium,Classic,Fast,Luxury Yacht Group,2023-07-03,50,2023-08-22,YACHT-0217,2198279.9719417887,1750482.1998795723,2198279.9719417887,1750482.1998795723,1.0
219,26.117091617367173,4.746979420110364,4.179777431333212,2018,54.47037518499832,1226.48787449517,741.8257323025292,4,7,2,100.0,22.185847006628073,26.604029680518703,854.5700837015787,6,French Riviera,Azimut,Good,1998472.6155585607,2508821.608588759,5.501833757004148,9.078395864166387,76519.72297825188,0.22973461547342275,46.961120038327245,3.8289102578903793,Medium,Modern,Fast,Med Yacht Brokers,2023-12-19,206,2024-07-12,YACHT-0218,2709527.33727586,2157586.5833863327,2158350.424803246,1718686.4493803622,0.7965782057667802
220,30.65499311509058,9.217723691660083,2.302379439403203,2011,957.6266756252974,1450.69117817972,451.31795497656856,2,13,4,744.3968268029353,18.39216452111216,25.484836832243435,1947.2788837882538,13,Sardinia,Princess,Very Good,2408910.1193161244,2542359.433633341,3.325657628772957,73.66359043271518,78581.32964741351,0.4240744713656605,47.32316111549169,24.283053139440764,Large,Mature,Fast,Mediterranean Marine,2023-08-12,51,2023-10-02,YACHT-0219,2745748.1883240086,2186429.112924673,2601622.9288614145,2071662.7026118669,0.9475096587241791
221,48.51726853338807,4.218602371455731,2.2133278783830224,1998,224.37997923400565,1294.0150654434858,573.1727213548064,6,15,2,652.364381092545,15.873227161602443,23.565908501572476,2101.0364224868326,26,Sardinia,Sunseeker,Excellent,3712043.052807885,4205217.329544413,11.500792030476674,8.629999201307909,76509.72870109894,0.535891668800514,26.671226648981385,13.446024494219172,Superyacht,Classic,Moderate,Med Yacht Brokers,2023-01-12,354,2024-01-01,YACHT-0220,4541634.715907966,3616486.903408195,4009006.497032516,3192357.025414781,0.8827232368535023
222,15.061878459266016,6.464731065340541,1.9819665554918726,2008,1515.82727082303,608.3892593581013,1060.1850230260993,6,4,4,836.0781302906931,16.686969403739475,18.615435091437398,1453.050223212398,16,Greek Islands,Azimut,Very Good,1108231.8086493087,1363994.3050532667,2.3298538341397506,94.73920442643937,73578.59191643712,1.0622844981302353,40.39265494031538,55.50955231459465,Small,Mature,Slow,Mediterranean Marine,2023-07-14,65,2023-09-17,YACHT-0221,1473113.8494575282,1173035.1023458093,1196890.3533412535,953079.3554384055,0.8124900555255838
223,35.49008152299611,6.950665321398148,3.0953535771999494,1995,1007.626137479519,1438.3461739976017,823.4360208788297,2,14,5,729.1289671004162,22.04595018264289,18.68468926391876,1660.2380761302334,29,Greek Islands,Viking,Fair,2445413.995086783,2818751.93850466,5.105997754450529,34.745728878604105,68904.15265747574,0.817129709358633,40.528116935026276,20.544584171438736,Large,Classic,Slow,Riviera Yacht Sales,2023-09-04,279,2024-06-09,YACHT-0222,3044252.093585033,2424126.6671140078,2641047.114693726,2103056.0357746333,0.8675520402068684
224,17.098273030482787,6.620698646177248,2.3550206614255176,2004,1899.4463963287226,994.6891182107261,903.6866355827954,7,13,2,842.4553325223142,18.823419433613687,26.792972808471177,463.6655248429995,20,French Riviera,Sunseeker,Very Good,1308646.860553405,1596898.6036778437,2.5825481485032142,94.97231981643613,76536.78580406048,1.1697087749355748,58.17482949520078,49.271369747130926,Small,Mature,Fast,Mediterranean Marine,2023-06-03,178,2023-11-28,YACHT-0223,1724650.4919720714,1373332.7991629455,1413338.6093976775,1125436.3000759282,0.8194927702607033
225,26.22454507368453,5.722068511683437,1.9805015693428591,2009,3275.6976008961674,1627.2902163217805,693.2953305168357,7,10,5,686.4001141916146,18.757052707071782,17.431546977978527,2061.8865541743016,15,Greek Islands,Sunseeker,Good,1909981.487834494,2665352.0483640744,4.583053317194423,218.37984005974448,72831.82539364992,0.5719832301324459,62.052180952977245,26.173956965239967,Medium,Mature,Slow,Riviera Yacht Sales,2023-03-19,102,2023-06-29,YACHT-0224,2878580.2122332007,2292202.761593104,2062780.0068612539,1642584.079537665,0.7165963269305428
226,38.71160477573893,5.805268950399861,3.5570432258184095,1998,712.40349423228,2052.819255020556,573.7668767125023,4,5,3,915.9004097347536,23.020737835078666,16.05575543410573,1896.630669863982,26,Italian Coast,Fairline,Good,2672133.8298909864,3220326.325496973,6.6683568162802365,27.40013439354923,69026.6870973442,0.67163322602153,53.028523795714214,23.6595825732536,Large,Classic,Slow,Mediterranean Marine,2023-05-20,120,2023-09-17,YACHT-0225,3477952.431536731,2769480.6399273966,2885904.5362822656,2298035.0937062483,0.8297711349108735
227,30.5142401527637,6.065717207968665,3.63568240361091,2021,6545.719374602293,392.91313341317255,691.1305311727568,6,14,5,285.6073995539332,25.097457615143234,33.57861889548111,1625.111957060003,3,Sardinia,Bertram,Very Good,2574080.6207473306,2772636.0434251777,5.030607116447249,2181.9064582007645,84356.70060472385,0.09831475353740006,12.876385957707882,9.359807031867561,Large,New,High-Performance,Riviera Yacht Sales,2023-03-31,205,2023-10-22,YACHT-0226,2994446.926899192,2384466.997345653,2780007.0704071173,2213709.333842704,0.9283874913374632
228,21.378041776565553,5.779496997557267,2.019661147409036,1993,1534.166645178015,1296.54150799986,949.6640582539076,7,5,4,833.4236888241288,25.958579366724102,23.441698617910294,873.7752119081548,31,Croatia,Hatteras,Very Good,1506390.264166818,1514341.9770253114,3.6989450441104283,49.489246618645645,70464.37086759329,1.450086042678706,60.64828208078061,38.985034154892595,Medium,Classic,Moderate,Riviera Yacht Sales,2023-05-24,155,2023-10-26,YACHT-0227,1635489.3351873364,1302334.1002417677,1626901.4853001635,1295495.6271834634,0.9947490639636674
229,24.277570325920255,7.445818675192364,1.006768038911507,2007,1926.1924271215266,1726.1616164824904,352.60393659763497,6,11,3,518.8762250550276,16.937494209487966,28.81008811642808,677.8127793814303,17,French Riviera,Ferretti,Very Good,1881424.0786238743,2290949.8864623527,3.2605642690181464,113.30543688950156,77496.3908400318,0.7002348164078732,71.10108603576084,21.37265871704809,Medium,Mature,Fast,Luxury Yacht Group,2023-03-13,233,2023-11-01,YACHT-0228,2474225.877379341,1970216.9023576232,2031938.0049137843,1618024.707616532,0.821241917923023
230,35.4367819914774,9.315784502387027,3.3060109518695375,1994,2283.075320131589,408.3255407851111,1295.0510779496033,4,15,2,1150.3599629822202,24.613728093988296,30.240929277314038,2513.2877068056337,30,Sardinia,Hatteras,Very Good,2787233.7191835106,3228036.694386061,3.8039503793155878,76.10251067105295,78653.69151899415,0.8465779993006995,11.522647312707852,32.46231453123716,Large,Classic,High-Performance,Mediterranean Marine,2023-06-26,275,2024-03-27,YACHT-0229,3486279.629936946,2776111.557172012,3010212.4167181915,2397020.998497819,0.8634454880983358
231,24.15706694626291,5.16376232248825,1.9522961393919966,2009,2197.613794351773,2168.1326802111157,972.4575487047209,4,13,2,514.0358042360114,30.424915467743258,25.30676196478857,1000.2147438566442,15,Spanish Coast,Bertram,Very Good,1810347.9198280845,1832260.4204325145,4.678191101294221,146.50758629011818,74940.71709347748,0.6209363095845746,89.75148700933353,21.27889968510985,Medium,Mature,Fast,Luxury Yacht Group,2023-12-14,128,2024-04-20,YACHT-0230,1978841.2540671157,1575743.9615719623,1955175.7534143315,1556899.2110521526,0.9880407280755116
232,31.7316687166558,3.945295530631383,3.132500479330215,2012,1430.6659222466424,1689.9460184017416,639.2359687127855,7,13,4,1098.5662052060136,20.630350998151695,22.739339722842146,1567.0920711450533,12,Sardinia,Viking,Good,2669762.265511313,3385010.359120703,8.042913001140283,119.2221601872202,84135.57727929913,0.3781710980015765,53.25739511186492,34.620499004181944,Large,Mature,Moderate,Riviera Yacht Sales,2023-09-20,300,2024-07-16,YACHT-0231,3655811.1878503594,2911108.9088438046,2883343.2467522183,2295995.548339729,0.7887013575358203
233,30.36457471923051,5.8675769274731175,1.0,2000,1119.9067087105045,2041.6064109659505,1044.0221353659501,2,13,1,796.5402076415804,19.633449033720034,22.841288696173766,1015.6538311302352,24,French Riviera,Princess,Very Good,2201078.0934624225,2690630.573630653,5.174976842154002,46.66277952960436,72488.35571763942,0.7903947353756384,67.23645662235998,26.232549443121794,Large,Classic,Moderate,Luxury Yacht Group,2023-09-28,73,2023-12-10,YACHT-0232,2905881.019521105,2313942.2933223615,2377164.3409394166,1892927.1603776834,0.8180528813706136
234,24.787197219153462,9.869564006481479,3.2140778706394473,2011,110.5645092900456,1218.0260684442853,1166.7047201219325,5,8,1,251.37115305341183,18.591195414163,34.64818343361347,355.54565567280565,13,Italian Coast,Azimut,Excellent,2010301.87289491,2309518.1015810505,2.5114784404736996,8.504962253080432,81102.42780258825,0.5244642984465663,49.13932211355858,10.141168879681699,Medium,Mature,High-Performance,Med Yacht Brokers,2023-04-15,251,2023-12-22,YACHT-0233,2494279.5497075347,1986185.5673597034,2171126.0227265027,1728859.6106896226,0.8704421374825757
235,47.1515527146026,4.794488148045404,1.531062456575375,1993,44.666778362932234,1278.3396148619045,700.8985851192684,3,13,2,537.1197952456628,14.681214077304993,21.647153013232252,1724.0034998270014,31,Monaco,Hatteras,Good,3631190.950391632,4969940.787953252,9.83453316780544,1.4408638181591042,77011.05777725684,0.6574544890946816,27.111294141242755,11.391349050512169,Superyacht,Classic,Moderate,Luxury Yacht Group,2023-03-13,126,2023-07-17,YACHT-0234,5367536.050989512,4274149.077639797,3921686.2264229627,3122824.2173368037,0.7306306262628631
236,35.07135217854409,8.4586752081661,3.08461129525322,2018,886.2130649317314,1419.5318226004651,735.0245630704816,5,5,4,1054.3403072387957,24.21126748202419,26.058591074601818,1801.930299416883,6,Spanish Coast,Ferretti,Very Good,2882801.985251782,3610181.9248752664,4.1461991760466,147.7021774886219,82198.1989908966,0.17107980238271717,40.47553728107765,30.06272190109108,Large,Modern,Fast,Mediterranean Marine,2023-03-15,65,2023-05-19,YACHT-0235,3898996.4788652877,3104756.455392729,3113426.144071925,2479209.7073165323,0.7985198655470483
237,13.798859306739143,8.51655122111466,2.511418454269147,2023,811.913129607528,2569.10452377577,1248.0422640419015,5,8,1,1037.3026474548765,19.65569377896868,29.06391487959467,665.6014888162941,1,Croatia,Bertram,Fair,1097548.694278617,1153453.0010006516,1.6202402766660193,811.913129607528,79539.08869428009,0.07246975838876885,186.18238411352309,75.17307223708517,Small,New,Fast,Luxury Yacht Group,2023-05-23,197,2023-12-06,YACHT-0236,1245729.241080704,991969.5808605604,1185352.5898209063,943891.8770796106,0.9515330865899727
238,31.491634518155422,5.169617637438008,1.736848464482684,2002,981.0500149575104,2159.0526802485333,1435.6925440754294,6,11,5,410.1947681808754,19.251450889879976,26.5042586671445,2054.1426102222345,22,Greek Islands,Fairline,Very Good,2247826.9573837407,2848588.396663371,6.091675773096876,44.59318249806865,71378.54200892091,0.6985982257388594,68.5595623499252,13.025515329932833,Large,Classic,Fast,Med Yacht Brokers,2023-03-03,59,2023-05-01,YACHT-0237,3076475.468396441,2449786.021130499,2427653.11397444,1933131.183350017,0.7891020549043454
239,24.705708281852896,6.853474618777913,2.1743709496585755,1998,297.8544935477467,1566.1738497543734,808.8306972704323,4,9,2,1268.8567176927756,23.436717190400827,31.506301787564837,1236.6991358557696,26,French Riviera,Ferretti,Excellent,2044329.4036928364,2403093.230511255,3.60484420766095,11.45594205952872,82747.24935509982,1.0523883672300058,63.39319771312836,51.35884805313556,Medium,Classic,High-Performance,Luxury Yacht Group,2023-05-26,311,2024-04-01,YACHT-0238,2595340.688952156,2066660.1782396794,2207875.7559882635,1758123.2871758393,0.8507074872238344
240,36.81946667836979,8.442594934692806,3.049054765565361,2020,2680.106471023764,1627.2008858253919,452.5356958733077,6,6,5,792.6307378970348,23.897415254360162,22.680303918023267,958.7047961679752,4,Spanish Coast,Sunseeker,Excellent,3112396.4768660385,4168528.6399999796,4.361155185483208,670.026617755941,84531.275372722,0.10863818411443386,44.1940373563672,21.527491009604407,Large,New,Moderate,Riviera Yacht Sales,2023-02-15,114,2023-06-09,YACHT-0239,4502010.931199978,3584934.6303999824,3361388.195015322,2676660.970104793,0.7466415000728059
241,23.659834092538397,5.43130838851877,2.5847155624921876,1996,3889.323663922158,1817.4519057924665,658.8193535226325,7,11,4,1065.4536962602883,16.995783656675922,29.040101136454425,925.9093348259225,28,French Riviera,Sunseeker,Good,1574244.2816573398,1958829.6336748975,4.356194198538398,138.90441656864851,66536.57314333448,1.1834402511229087,76.81591927838736,45.03217106650382,Medium,Classic,Fast,Riviera Yacht Sales,2023-08-17,150,2024-01-14,YACHT-0240,2115536.0043688896,1684593.484960412,1700183.824189927,1353850.0822253122,0.803665747441216
242,29.082108468264806,5.694629459846458,2.967530384377987,1993,5584.428429059087,2695.77741049573,1109.9047233407603,3,12,5,436.44759513705486,17.115178375097813,14.232347548944741,1935.613099048555,31,Croatia,Princess,Excellent,2060171.2611177026,2468972.1343356958,5.106936047959991,180.14285255029313,70839.81766197653,1.0659474719251545,92.69539082551171,15.007426150456679,Medium,Classic,Slow,Riviera Yacht Sales,2023-04-15,316,2024-02-25,YACHT-0241,2666489.9050825518,2123316.0355286985,2224984.962007119,1771747.2845612243,0.8344246710876769
243,34.03989823184366,5.127478629077034,4.081152467612388,2008,1355.974563507233,1691.3598965285255,490.93541119586166,7,8,1,663.2152951480807,16.89322179757024,33.08149278321997,538.1309649287261,16,French Riviera,Viking,Fair,2610185.5880056485,3113267.043109634,6.638720645037768,84.74841021920206,76680.18189207953,0.4700366578955372,49.68757206642561,19.483468799787886,Large,Mature,High-Performance,Mediterranean Marine,2023-04-19,277,2024-01-21,YACHT-0242,3362328.4065584047,2677409.657074285,2819000.4350461005,2244759.605684858,0.8384072268334903
244,36.926041553360974,4.4778649039606995,1.248606710631159,2019,2413.7252792641534,1522.979698059385,737.5150400722944,2,5,1,924.7712810773564,30.567571513989726,31.738900602890194,878.9139863037658,5,Sardinia,Azimut,Excellent,3153746.119902847,3251990.036339286,8.246350067573424,482.74505585283066,85407.09990117518,0.13540579465509767,41.24405525186235,25.043878037698427,Large,New,High-Performance,Luxury Yacht Group,2023-11-13,213,2024-06-13,YACHT-0243,3512149.239246429,2796711.4312517857,3406045.8094950747,2712221.663116448,0.9697896010324095
245,20.39762874355379,5.026083682400989,3.793770059974899,2020,3869.659258867943,1330.700801692506,887.7754644294889,3,5,3,706.0509641013108,27.385729933317492,23.17344412717094,1715.7998205740764,4,Sardinia,Azimut,Good,1673142.2470362599,1838444.8313450897,4.058354383349568,967.4148147169858,82026.31139489774,0.196101225798813,65.23801459584091,34.614364884175195,Medium,New,Moderate,Riviera Yacht Sales,2023-05-01,282,2024-02-07,YACHT-0244,1985520.417852697,1581062.554956777,1806993.6267991608,1438902.3324511833,0.9100856433163202
246,27.323990113272412,4.164089599856615,2.5834847500185703,2010,1083.5702945403339,1617.4576237597205,523.1855940776998,6,10,2,100.0,23.535202112706344,27.63303062053864,1649.3387707622062,14,Spanish Coast,Fairline,Good,1802184.0646893864,2110060.660953216,6.561816084412132,77.39787818145241,65956.10879737472,0.5123702629799888,59.19551343176827,3.659787592714206,Medium,Mature,Fast,Luxury Yacht Group,2023-02-12,302,2023-12-11,YACHT-0245,2278865.5138294734,1814652.1684197655,1946358.7898645375,1549878.2956328723,0.8540911159754304
247,26.20043751071235,6.051125202388839,1.7809727613414974,2020,740.4260427555665,1206.4890908243954,1128.930368562823,6,4,4,742.7652989021433,18.12294380919678,30.34638981677482,989.0091713261784,4,Italian Coast,Princess,Good,2065700.8643865807,2092193.5129774413,4.32984554680327,185.10651068889163,78842.22786516427,0.15266920632010644,46.04843298250681,28.34934716637671,Medium,New,High-Performance,Med Yacht Brokers,2023-04-09,238,2023-12-03,YACHT-0246,2259568.994015637,1799286.4211605994,2230956.9335375074,1776502.7433724594,0.9873373813528565
248,24.773366139410307,4.845040153412038,1.435749099408808,2008,5520.515906541611,1748.0461690384363,1008.1902545613124,7,13,2,210.59055667233747,18.715354838409414,18.773482432364972,2143.1703573197046,16,Monaco,Azimut,Excellent,2195717.0555845024,2627656.087120392,5.113139490075037,345.0322441588507,88632.16420523013,0.6458549036074133,70.56151187535171,8.500683980015252,Medium,Mature,Slow,Med Yacht Brokers,2023-07-13,53,2023-09-04,YACHT-0247,2837868.5740900235,2259784.234923537,2371374.4200312626,1888316.6678026721,0.8356181261113037
249,44.12363392224877,6.350678867686121,2.3487036873783733,2020,1450.0046251369533,783.7016851042295,1402.8637728575877,6,15,5,478.79223752284247,21.817186615382052,24.132843426623875,943.466754478625,4,Spanish Coast,Viking,Very Good,3688799.517848943,3967939.06389249,6.947860983297566,362.50115628423833,83601.44416819925,0.0906543646665297,17.76149458780316,10.851151524974865,Superyacht,New,Moderate,Mediterranean Marine,2023-11-07,151,2024-04-06,YACHT-0248,4285374.189003889,3412427.5949475416,3983903.4792768587,3172367.5853500906,0.9296512518088633
250,33.23985368768764,3.666156530694559,3.2373200895395673,2021,1375.3399620447324,1369.7497052968338,1034.4382687573316,6,5,4,379.13966217634646,31.045651166085563,17.165500136550687,1395.7263146712053,3,French Riviera,Bertram,Excellent,2957647.60172164,3285006.0078307684,9.066676070536001,458.4466540149108,88978.95970033048,0.09025310484778784,41.20805458912721,11.40617722745222,Large,New,Slow,Luxury Yacht Group,2023-08-02,254,2024-04-12,YACHT-0249,3547806.48845723,2825105.1667344607,3194259.409859372,2543576.9374806103,0.9003476994170562
251,19.912928365319637,6.496320348321685,2.3979607036979727,1991,393.04242457486043,1867.3164273636683,511.7331093301885,5,13,4,1139.7666371249616,21.444385795696316,31.830498558162258,1329.535557282422,33,Croatia,Sunseeker,Excellent,1382671.9565464566,1688339.3155659956,3.0652626868168706,11.910376502268498,69435.8926612983,1.6572148201704382,93.77407446590263,57.237520078160856,Small,Classic,High-Performance,Med Yacht Brokers,2023-08-17,152,2024-01-16,YACHT-0250,1823406.4608112755,1451971.8113867561,1493285.7130701733,1189097.8826299526,0.8189538345749724
252,37.34289557643821,7.250293442413387,3.708923944197878,1999,228.92588931631408,1684.561827168677,959.1107182727574,2,7,1,1233.9065314831466,22.544127882339627,29.936563724974985,1331.467587160212,25,Sardinia,Bertram,Very Good,2889588.07710071,3162379.6608389365,5.150535750454808,9.157035572652564,77379.8612157949,0.6694713844250991,45.11063754337155,33.04260455532778,Large,Classic,Fast,Mediterranean Marine,2023-07-04,323,2024-05-22,YACHT-0251,3415370.0337060518,2719646.5083214855,3120755.123268767,2485045.7463066108,0.9137385092889642
