yacht_id,builder,length_m,price_eur,segment,age_years,location,cabins,crew_count,annual_crew_cost_eur,annual_maintenance_cost,operating_cost_ratio,charter_rate_weekly_eur,charter_demand_score,annual_charter_revenue,roi_years,fuel_consumption_lph,estimated_range_nm,efficiency_score,total_cost_5yr,investment_grade,beam_m,draft_m,gt,year_built,crew,max_speed_knots,cruise_speed_knots,fuel_capacity_l,recent_refit,price_per_meter,market_segment_score,builder_reputation_score,location_premium_mult,age_depreciation_factor,condition_factor,price_per_cabin,price_per_gt,length_to_beam_ratio,volume_efficiency,cabins_per_10m,crew_cost_per_1m_eur,maintenance_rate,fuel_efficiency,charter_yield_annual,efficiency_per_length,age_squared,log_length,log_price,log_price_per_meter,segment_encoded,builder_encoded,location_encoded,total_annual_cost,investment_return_10yr,break_even_charter_years,net_present_value,is_luxury_segment,is_large_yacht,is_efficient,is_good_investment,overall_quality_score,investment_attractiveness
YHT948,Feadship,58.1,107730000.0,Luxury,2.7,Croatia,9,,495000.0,7524800.0,0.0744459629725819,127000.0,1.03,2533200.0,42.5,0.1,4711872.0,50167013.4,147825600.0,B-Grade,10.1,4.5,27.0,2022.0,9.0,26.0,19.7,476244.0,1.0,1854216.8674698796,75.0,125.0,1.03,0.826,0.951,11970000.0,3990000.0,5.752475247524753,0.046011485830166496,1.549053356282272,8519.793459552495,0.0698486958136081,47118720.0,0.02351434140907825,863459.78313253,7.290000000000001,4.062165663857866,18.495138654870374,14.43297299101251,2,7,2,8019800.0,40095600.0,42.52723827569872,100247500.0,0,0,0,0,10033470.2,22.7
YHT880,Custom,116.9,106290000.0,Ultra-Luxury,13.1,Italian Riviera,19,,660000.0,8447500.0,0.0856846923933389,110000.0,1.1,2195300.0,48.4,0.1,4597467.0,44489482.7,151828700.0,B-Grade,19.2,7.7,201.0,2011.0,12.0,18.0,15.8,464977.0,1.0,909238.6655260907,100.0,105.0,1.1,0.399,0.808,5594210.52631579,528805.9701492537,6.088541666666667,0.0895530367835757,1.6253207869974338,5645.851154833191,0.07947596199077994,45974670.0,0.020653871483676735,380577.26860564586,171.60999999999999,4.761318868478023,18.481681765509766,13.720362897031741,3,6,6,9107500.0,45538700.0,48.41707283742541,113843750.0,1,1,0,0,8897968.0,30.19
YHT344,Amels,56.4,105890000.0,Luxury,1.0,Italian Riviera,9,,495000.0,4542200.0,0.0475703225154464,120000.0,1.1,2398200.0,44.2,0.1,3311529.0,29569412.4,131076300.0,B-Grade,8.8,3.5,23.0,2024.0,9.0,26.0,22.8,378901.0,0.0,1877482.2695035462,75.0,115.0,1.1,0.935,0.892,11765555.555555556,4603913.043478261,6.409090909090908,0.046341070277240486,1.5957446808510638,8776.595744680852,0.042895457550288035,33115290.0,0.022648030975540655,524280.3617021277,1.0,4.032469158504013,18.477911377406638,14.445442218902624,2,2,6,5037200.0,25186300.0,44.15394879492953,62965000.0,0,0,0,0,5913947.0,22.7
YHT941,Abeking,54.2,105820000.0,Luxury,0.0,Singapore,9,,440000.0,5361200.0,0.0548231364964638,107000.0,1.144,2136000.0,49.5,0.1,5448278.0,55881965.1,134822000.0,B-Grade,10.6,4.3,33.0,2024.0,8.0,26.0,19.9,499551.0,0.0,1952398.5239852397,75.0,110.0,1.15,0.997,0.905,11757777.777777778,3206666.6666666665,5.113207547169812,0.0574392536378194,1.6605166051660516,8118.081180811808,0.050663390663390664,54482780.0,0.020185220185220187,1031032.5664206642,0.0,3.9926809084456005,18.477250095440258,14.484569186994658,2,0,8,5801200.0,29002000.0,49.54119850187266,72515000.0,0,0,1,0,11176456.0,22.7
YHT231,Amels,66.6,105670000.0,Luxury,21.4,Spanish Coast,9,25.0,1283704.1710353578,8199499.782664995,0.0897435786287532,108894.55640753084,0.9756270794051584,2124809.560619992,49.73151568894807,292.75118117193733,3697.9477474279247,12.63170905963335,153086019.76850176,B-Grade,,,,,,,,,,1586636.6366366367,,,,,,11741111.111111112,,,,1.3513513513513513,19274.837402933303,0.07759534193872428,12.63170905963335,0.020107973508280422,0.18966530119569597,457.9599999999999,4.198704577546343,18.475831588417215,14.27712701087087,2,2,10,9483203.953700352,47416019.76850176,49.73151568894807,118540049.4212544,0,1,0,0,,
YHT479,Lürssen,112.1,105230000.0,Ultra-Luxury,20.2,Caribbean,18,,550000.0,5031200.0,0.0530363781060641,129000.0,1.32,2570100.0,40.9,0.1,3516110.0,30089299.8,133138700.0,B-Grade,22.1,8.9,266.0,2004.0,10.0,18.0,14.2,420210.0,0.0,938715.4326494202,100.0,125.0,1.2,0.243,0.761,5846111.111111111,395601.5037593985,5.072398190045249,0.10737019710100469,1.6057091882247994,4906.333630686887,0.04781146061009218,35161100.0,0.024423643447686022,268414.8064228368,408.03999999999996,4.719391330078114,18.471658988716996,13.75226765863888,3,11,1,5581200.0,27908700.0,40.94393214271818,69765000.0,1,1,0,0,6017937.5,30.2
YHT263,Oceanco,61.1,104600000.0,Luxury,2.3,Greek Islands,10,,550000.0,7300900.0,0.0750574265551127,125000.0,1.05,2492200.0,42.0,0.1,3321982.0,24857698.8,143852900.0,B-Grade,10.9,4.0,34.0,2022.0,10.0,22.0,17.2,421014.0,0.0,1711947.6268412438,75.0,115.0,1.05,0.854,0.911,10460000.0,3076470.588235294,5.605504587155964,0.05105181759485878,1.636661211129296,9001.636661211129,0.06979827915869981,33219820.0,0.02382600382409178,406836.31423895253,5.289999999999999,4.11251186617755,18.465654109595096,14.353142243417548,2,12,5,7850900.0,39252900.0,41.97094936200947,98136250.0,0,1,0,0,4971604.3,22.7
YHT620,Oceanco,67.0,103830000.0,Luxury,5.2,Spanish Coast,11,,550000.0,7501400.0,0.0775468200373737,103000.0,1.08,2058700.0,50.4,0.1,5849094.0,62210766.4,144082900.0,B-Grade,11.4,4.4,42.0,2019.0,10.0,22.0,19.2,578549.0,1.0,1549701.4925373134,75.0,115.0,1.08,0.697,0.949,9439090.909090908,2472142.8571428573,5.87719298245614,0.05498821681068342,1.6417910447761195,8208.955223880597,0.0722469421169219,58490940.0,0.01982760281228932,928518.9014925373,27.040000000000003,4.204692619390966,18.458265504279638,14.253572884888671,2,12,10,8051400.0,40252900.0,50.434740370136495,100642500.0,0,1,1,0,12442217.8,22.69
YHT271,Lürssen,57.4,102690000.0,Luxury,2.2,Dubai,9,,550000.0,5500200.0,0.0589180499391321,114000.0,1.18,2278100.0,45.1,0.1,4860221.0,49368542.8,132939100.0,B-Grade,11.2,4.8,37.0,2022.0,10.0,26.0,20.7,493191.0,1.0,1789024.3902439026,75.0,125.0,1.18,0.856,0.88,11410000.0,2775405.4054054054,5.125,0.057553509208561476,1.5679442508710804,9581.881533101045,0.053561203622553316,48602210.0,0.02218424384068556,860079.1428571428,4.840000000000001,4.050044303325521,18.447225299174477,14.397180995848958,2,11,3,6050200.0,30249100.0,45.0770378824459,75627500.0,0,0,1,0,9873776.1,22.7
YHT857,Oceanco,75.3,102400000.0,Ultra-Luxury,5.2,Greek Islands,12,,550000.0,4287900.0,0.0472458944097121,103000.0,1.05,2066800.0,49.5,0.1,4023070.0,37182308.3,126587300.0,B-Grade,11.5,4.1,48.0,2019.0,10.0,18.0,15.0,420729.0,0.0,1359893.7583001328,100.0,115.0,1.05,0.693,0.973,8533333.333333334,2133333.3333333335,6.547826086956522,0.05543045210462498,1.593625498007968,7304.116865869854,0.0418740234375,40230700.0,0.02018359375,493788.95484727755,27.040000000000003,4.321480134805848,18.44439727056968,14.122917135763833,3,12,5,4837900.0,24187300.0,49.54519063286239,60473750.0,1,1,0,0,7436536.2,30.2
YHT774,Oceanco,68.4,102090000.0,Luxury,4.2,Monaco,11,,385000.0,6264000.0,0.0651285094141851,116000.0,1.15,2328400.0,43.8,0.1,4451409.0,46651570.3,135335700.0,B-Grade,11.7,5.0,49.0,2020.0,7.0,22.0,19.0,459356.0,0.0,1492543.8596491227,75.0,115.0,1.15,0.747,0.899,9280909.090909092,2083469.387755102,5.846153846153847,0.061228570000499825,1.608187134502924,5628.6549707602335,0.06135762562444901,44514090.0,0.02280732686844941,682040.5014619882,17.64,4.225372824628505,18.4413653351452,14.215992510516694,2,12,7,6649000.0,33245700.0,43.84555918227109,83112500.0,0,1,0,0,9330378.6,22.7
YHT494,Ferretti,64.4,102030000.0,Luxury,1.5,Croatia,10,,385000.0,6400100.0,0.0665035005391035,118000.0,1.03,2350400.0,43.4,0.1,5292689.0,54378689.0,135952000.0,B-Grade,11.9,4.8,43.0,2023.0,7.0,22.0,19.0,536200.0,1.0,1584316.7701863353,75.0,110.0,1.03,0.901,0.965,10203000.0,2372790.697674419,5.411764705882353,0.056109400281851865,1.5527950310559004,5978.260869565217,0.06272762912868764,52926890.0,0.023036361854356563,844389.5807453415,2.25,4.165113633110308,18.440777445651488,14.27566381254118,2,8,2,6785100.0,33922000.0,43.409632402995236,84813750.0,0,1,1,0,10875800.8,22.7
YHT332,Amels,56.7,101170000.0,Luxury,2.7,St. Barts,9,,330000.0,5529700.0,0.0579204748106154,114000.0,1.35,2282600.0,44.3,0.1,4957305.0,44176700.5,130466600.0,B-Grade,8.8,3.9,20.0,2022.0,6.0,26.0,23.3,585331.0,0.0,1784303.3509700175,75.0,115.0,1.22,0.831,0.923,11241111.111111112,5058500.0,6.443181818181818,0.040083373416706744,1.5873015873015872,5820.1058201058195,0.05465750716615597,49573050.0,0.02256202431550855,779130.5202821869,7.290000000000001,4.037774210733707,18.432312828182074,14.394538617448367,2,2,11,5859700.0,29296600.0,44.32226408481556,73246250.0,0,0,1,0,8835404.6,22.7
YHT411,Custom,72.2,101040000.0,Ultra-Luxury,3.4,Greek Islands,12,,660000.0,4333700.0,0.0494221464869013,102000.0,1.05,2030300.0,49.8,0.1,3566230.0,27037416.9,126009900.0,B-Grade,14.1,6.2,76.0,2021.0,12.0,22.0,18.0,500893.0,1.0,1399445.9833795014,100.0,105.0,1.05,0.791,0.976,8420000.0,1329473.6842105263,5.120567375886525,0.07465472191116088,1.6620498614958448,9141.274238227146,0.0428909342834521,35662300.0,0.020094022169437845,374479.4584487534,11.559999999999999,4.279440045898781,18.43102703600651,14.15158699010773,3,6,5,4993700.0,24969900.0,49.766044426931984,62421250.0,1,1,0,0,5407554.9,30.2
YHT363,Lürssen,69.8,100700000.0,Luxury,6.1,St. Barts,11,,330000.0,8017800.0,0.0828988926167832,114000.0,1.169,2270000.0,44.4,0.1,4210779.0,33242074.9,142438000.0,B-Grade,11.3,4.7,41.0,2018.0,6.0,22.0,16.6,592276.0,0.0,1442693.4097421204,75.0,125.0,1.22,0.652,0.869,9154545.454545455,2456097.56097561,6.176991150442477,0.0519816416055988,1.5759312320916907,4727.793696275072,0.07962065541211519,42107790.0,0.022542204568023833,476247.49140401144,37.209999999999994,4.2456340097683265,18.42765635768879,14.182022347920464,2,11,11,8347800.0,41738000.0,44.36123348017621,104347500.0,0,1,0,0,6648482.5,22.69
YHT304,Oceanco,56.9,100100000.0,Luxury,1.6,Caribbean,9,,330000.0,5291700.0,0.056162688867719,91000.0,1.064,1810900.0,55.3,0.1,3677717.0,30231170.7,128205200.0,B-Grade,10.6,3.9,30.0,2023.0,6.0,26.0,21.5,483241.0,0.0,1759226.7135325132,75.0,115.0,1.2,0.892,0.989,11122222.222222222,3336666.6666666665,5.367924528301887,0.049739695593062974,1.5817223198594024,5799.648506151142,0.05286413586413587,36777170.0,0.01809090909090909,531303.5272407733,2.5600000000000005,4.041295341132285,18.421680244285447,14.380384903153164,2,12,1,5621700.0,28105200.0,55.27638190954774,70271250.0,0,0,0,0,6046298.6,22.7
YHT716,Benetti,50.1,100050000.0,Luxury,0.2,St. Barts,8,,330000.0,7298800.0,0.076246324542828,126000.0,1.273,2517500.0,39.7,0.1,3321389.0,27126335.4,138198100.0,B-Grade,8.0,3.6,14.0,2024.0,6.0,26.0,22.6,396039.0,0.0,1997005.988023952,75.0,110.0,1.22,0.985,0.959,12506250.0,7146428.571428572,6.2625,0.03493013972055888,1.596806387225549,6586.826347305389,0.07295152423788107,33213890.0,0.0251624187906047,541443.8203592814,0.04000000000000001,3.914021008090819,18.421180618994015,14.507159610903198,2,5,11,7628800.0,38148100.0,39.74180734856008,95360000.0,0,0,0,0,5425330.1,22.7
YHT842,Lürssen,56.4,99850000.0,Luxury,0.0,Antibes,9,,330000.0,6692700.0,0.0703336963723989,100000.0,1.2,2008400.0,49.7,0.1,4160812.0,42297461.6,134961600.0,B-Grade,10.8,4.0,34.0,2024.0,6.0,26.0,22.9,417032.0,0.0,1770390.070921986,75.0,125.0,1.25,0.998,0.906,11094444.444444444,2936764.705882353,5.222222222222221,0.05581822957709483,1.5957446808510638,5851.063829787234,0.06702754131196795,41608120.0,0.02011417125688533,749954.9929078014,0.0,4.032469158504013,18.4191796178261,14.386710459322085,2,11,0,7022700.0,35111600.0,49.716191993626765,87783750.0,0,0,0,0,8459559.8,22.7
YHT715,Ferretti,51.0,99560000.0,Luxury,0.4,St. Barts,8,,495000.0,7449700.0,0.0797959226395677,90000.0,1.084,1808600.0,55.0,0.1,4124415.0,44541357.8,139285800.0,B-Grade,8.3,3.0,18.0,2024.0,9.0,26.0,20.4,409542.0,1.0,1952156.862745098,75.0,110.0,1.22,0.972,0.875,12445000.0,5531111.111111111,6.144578313253011,0.042523033309709427,1.5686274509803921,9705.882352941177,0.07482623543591804,41244150.0,0.01816593009240659,873359.956862745,0.16000000000000003,3.9318256327243257,18.416271035463666,14.48444540273934,2,8,11,7944700.0,39725800.0,55.04810350547385,99308750.0,0,0,0,0,8908334.6,22.69
YHT959,Lürssen,53.6,99520000.0,Luxury,2.6,Croatia,8,,550000.0,6715300.0,0.0730003836276049,108000.0,1.03,2160600.0,46.1,0.1,3373670.0,28346223.8,135850900.0,B-Grade,9.7,3.7,25.0,2022.0,10.0,26.0,21.0,402497.0,1.0,1856716.4179104478,75.0,125.0,1.03,0.835,0.894,12440000.0,3980800.0,5.5257731958762895,0.048084320664717656,1.4925373134328357,10261.194029850745,0.06747688906752411,33736700.0,0.021710209003215433,528847.4589552239,6.760000000000001,3.9815490680767565,18.415869186955142,14.434320118878388,2,11,2,7265300.0,36330900.0,46.06127927427566,90816250.0,0,0,0,0,5669312.3,22.7
YHT005,Sunseeker,69.7,98290000.0,Luxury,1.5,South of France,9,25.0,1345730.828159583,7638872.991067279,0.0914091343903435,84414.34097620606,0.7385383977463845,1246864.642627684,78.8297274938043,319.6864479695317,3117.523630110305,9.751816662580037,143213019.0961343,B-Grade,,,,,,,,,,1410186.513629842,,,,,,10921111.111111112,,,,1.291248206599713,19307.472426966757,0.07771770262557004,9.751816662580037,0.012685569667592675,0.13991128640717412,2.25,4.244200317766478,18.403432850542814,14.159232532776334,2,14,9,8984603.819226863,44923019.096134305,78.8297274938043,112307547.74033578,0,1,0,0,,
YHT001,Sunseeker,69.0,97990000.0,Luxury,4.7,Italian Riviera,9,25.0,1437089.269126404,8134137.047228524,0.0976755415486777,93934.8908958645,0.7333996686764577,1377836.3572037246,71.11875041450322,299.3063022522644,5032.511346907591,16.81391707771672,145846131.58177465,B-Grade,,,,,,,,,,1420144.927536232,,,,,,10887777.777777778,,,,1.3043478260869565,20827.38071197687,0.08300986883588657,16.81391707771672,0.014060989460187004,0.2436799576480684,22.090000000000003,4.23410650459726,18.400375990612,14.166269486014741,2,14,6,9571226.316354929,47856131.58177465,71.11875041450322,119640328.9544366,0,1,0,0,,
YHT895,Lürssen,51.8,97670000.0,Luxury,3.9,South of France,8,,385000.0,4871800.0,0.05382109333954,118000.0,1.12,2362000.0,41.4,0.1,5787066.0,62534032.7,123954700.0,B-Grade,10.1,4.3,26.0,2021.0,7.0,26.0,20.1,508748.0,0.0,1885521.2355212357,75.0,125.0,1.12,0.759,0.97,12208750.0,3756538.4615384615,5.128712871287129,0.0496960893000497,1.5444015444015444,7432.4324324324325,0.049880208866591585,57870660.0,0.024183474966724686,1207220.7084942085,15.209999999999999,3.9473901492654373,18.39710500742366,14.449714858158222,2,11,9,5256800.0,26284700.0,41.350550381033024,65710000.0,0,0,1,0,12506874.0,22.7
YHT067,Feadship,63.5,97500000.0,Luxury,1.0,Greek Islands,9,25.0,1365998.7348024582,8534246.914249185,0.1015409810159143,88500.48600702586,0.639776557103738,1132410.7247916511,86.09950247330865,307.373466177458,5135.546683904044,16.707839969957277,147001228.2452582,B-Grade,,,,,,,,,,1535433.0708661417,,,,,,10833333.333333334,,,,1.4173228346456692,21511.79109925131,0.08753073758204293,16.707839969957277,0.011614468972222063,0.26311559007806734,1.0,4.151039905898646,18.395362935968077,14.24432303006943,2,7,5,9900245.649051644,49501228.24525821,86.09950247330865,123753070.61314555,0,1,0,0,,
YHT565,Feadship,52.1,97180000.0,Luxury,0.2,Singapore,8,,550000.0,7477200.0,0.0826019600070973,115000.0,1.123,2295600.0,42.3,0.1,4756122.0,38724727.5,137316000.0,B-Grade,9.8,4.3,27.0,2024.0,10.0,26.0,20.8,590231.0,0.0,1865259.1170825334,75.0,125.0,1.15,0.988,0.897,12147500.0,3599259.2592592593,5.316326530612245,0.0528810372517529,1.5355086372360844,10556.62188099808,0.07694175756328463,47561220.0,0.02362214447417164,743276.9193857965,0.04000000000000001,3.9531649487593215,18.39207548694203,14.438910538182709,2,7,8,8027200.0,40136000.0,42.333159086948946,100340000.0,0,0,1,0,7745013.0,22.7
YHT335,Ferretti,65.2,96820000.0,Luxury,1.4,Fort Lauderdale,10,,330000.0,6398900.0,0.0694998191687906,112000.0,1.129,2241600.0,43.2,0.1,5358323.0,51806339.5,130462900.0,B-Grade,10.9,4.5,36.0,2023.0,6.0,22.0,19.4,506828.0,1.0,1484969.325153374,75.0,110.0,1.12,0.908,0.872,9682000.0,2689444.4444444445,5.981651376146789,0.05065571002420217,1.5337423312883436,5061.349693251534,0.0660906837430283,53583230.0,0.023152241272464368,794575.759202454,1.9599999999999997,4.177459468932607,18.388364142475822,14.210904673543215,2,8,4,6728900.0,33642900.0,43.192362598144186,84111250.0,0,1,1,0,10361330.9,22.7
YHT597,Lürssen,65.7,96760000.0,Luxury,5.8,South of France,10,,495000.0,6456300.0,0.0718418837836148,99000.0,1.12,1984900.0,48.7,0.1,4303932.0,37397037.1,131515300.0,B-Grade,11.3,4.7,40.0,2019.0,9.0,22.0,18.8,469096.0,1.0,1472754.9467275494,75.0,125.0,1.12,0.668,0.87,9676000.0,2419000.0,5.814159292035398,0.0538785846095823,1.5220700152207,7534.246575342466,0.06672488631665978,43039320.0,0.02051364200082679,569209.0882800609,33.64,4.185098925490565,18.387744243706102,14.202645318215536,2,11,9,6951300.0,34755300.0,48.74804776059247,86891250.0,0,1,0,0,7479474.9,22.7
YHT660,Amels,52.8,95740000.0,Luxury,2.9,Fort Lauderdale,8,,550000.0,7570200.0,0.084817802124419,104000.0,1.029,2082800.0,46.0,0.1,3289100.0,28461273.0,136337900.0,B-Grade,9.2,3.8,23.0,2022.0,10.0,26.0,23.2,399689.0,0.0,1813257.575757576,75.0,115.0,1.12,0.817,0.946,11967500.0,4162608.695652174,5.739130434782608,0.047348484848484855,1.5151515151515151,10416.666666666668,0.07907039899728431,32891000.0,0.021754752454564444,539039.2613636364,8.41,3.966511190712216,18.377146741928637,14.410635551216421,2,2,4,8120200.0,40597900.0,45.96696754369118,101502500.0,0,0,0,0,5692319.1,22.69
YHT904,Abeking,66.3,95590000.0,Luxury,0.1,Croatia,11,,330000.0,6265500.0,0.0689957966669211,114000.0,1.03,2279700.0,41.9,0.1,4562789.0,38202670.8,128569600.0,B-Grade,13.1,4.8,53.0,2024.0,6.0,22.0,18.4,515622.0,1.0,1441779.7888386124,75.0,110.0,1.03,0.995,0.912,8690000.0,1803584.9056603773,5.061068702290076,0.061022647461803275,1.6591251885369531,4977.37556561086,0.06554555915890783,45627890.0,0.023848728946542525,576209.2126696833,0.010000000000000002,4.194189897191817,18.375578770039944,14.181388872848128,2,0,2,6595500.0,32979600.0,41.93095582752117,82443750.0,0,1,0,0,7640597.2,22.7
YHT160,Abeking,60.8,95510000.0,Luxury,11.4,Greek Islands,8,25.0,1457069.201079229,8098047.864246041,0.1000431061179485,107528.01261171972,0.9083648814983288,1953493.408675912,48.89189775395106,286.36031504004404,3771.214760946288,13.1694741305859,143285585.32662636,B-Grade,,,,,,,,,,1570888.1578947369,,,,,,11938750.0,,,,1.3157894736842104,23964.953965118897,0.08478743444923087,13.169474130585899,0.020453286657689373,0.2166031929372681,129.96,4.107589788972121,18.37474151201092,14.267151723038799,2,0,5,9555117.06532527,47775585.32662636,48.89189775395105,119438963.31656587,0,1,0,0,,
YHT855,Feadship,68.1,94810000.0,Luxury,1.8,Greek Islands,11,,495000.0,3870600.0,0.0460442324184695,106000.0,1.05,2111700.0,44.9,0.1,3595574.0,33162983.1,116640000.0,B-Grade,10.6,3.8,38.0,2023.0,9.0,22.0,16.6,393029.0,0.0,1392217.3274596182,75.0,125.0,1.05,0.883,0.964,8619090.909090908,2495000.0,6.4245283018867925,0.05264178649599646,1.6152716593245229,7268.722466960353,0.04082480750975635,35955740.0,0.02227296698660479,486974.78854625556,3.24,4.220977213155467,18.367385446894144,14.146408233738676,2,7,5,4365600.0,21830000.0,44.89747596723019,54570000.0,0,1,0,0,6632664.1,22.7
YHT391,Amels,53.0,93980000.0,Luxury,1.8,Fort Lauderdale,8,,440000.0,5241200.0,0.0604545269118837,94000.0,1.101,1876100.0,50.1,0.1,5225911.0,48275360.0,122381800.0,B-Grade,9.6,3.7,24.0,2023.0,8.0,26.0,19.6,542006.0,0.0,1773207.5471698113,75.0,115.0,1.12,0.883,0.883,11747500.0,3915833.3333333335,5.520833333333334,0.04716981132075472,1.5094339622641508,8301.88679245283,0.05576931261970632,52259110.0,0.019962758033624177,910855.8490566037,3.24,3.970291913552122,18.358592551638942,14.388300638086822,2,2,4,5681200.0,28401800.0,50.093278609882205,71015000.0,0,0,1,0,9655136.5,22.7
YHT705,Amels,54.2,93970000.0,Luxury,1.5,Singapore,9,,550000.0,4969900.0,0.0587392355801153,101000.0,1.195,2017300.0,46.6,0.1,5671084.0,58397726.6,121572300.0,B-Grade,10.6,3.9,32.0,2023.0,10.0,26.0,19.8,523849.0,1.0,1733763.8376383763,75.0,115.0,1.15,0.901,0.861,10441111.111111112,2936562.5,5.113207547169812,0.055698670194249116,1.6605166051660516,10147.60147601476,0.05288815579440247,56710840.0,0.021467489624348197,1077448.8302583026,2.25,3.9926809084456005,18.358486140359247,14.365805231913647,2,2,8,5519900.0,27602300.0,46.58206513656868,68998750.0,0,0,1,0,11679609.8,22.7
YHT750,Ferretti,51.9,93940000.0,Luxury,3.8,Fort Lauderdale,8,,385000.0,5033100.0,0.0576779595436339,117000.0,1.192,2332000.0,40.3,0.1,4749551.0,41618662.9,121028600.0,B-Grade,8.1,3.0,18.0,2021.0,7.0,26.0,21.2,530825.0,0.0,1810019.2678227362,75.0,110.0,1.12,0.765,0.958,11742500.0,5218888.888888889,6.407407407407407,0.04281738385784629,1.5414258188824665,7418.111753371869,0.053577815626995956,47495510.0,0.024824355971896955,801901.0192678227,14.44,3.949318790171843,18.358166838563122,14.408848048391281,2,8,4,5418100.0,27088600.0,40.283018867924525,67726250.0,0,0,1,0,8323795.6,22.7
YHT728,Feadship,69.3,93840000.0,Luxury,5.1,Greek Islands,11,,440000.0,5685000.0,0.065270231435825,103000.0,1.05,2056600.0,45.6,0.1,4612309.0,40778978.1,124465600.0,B-Grade,12.1,4.5,47.0,2019.0,8.0,22.0,17.8,511040.0,0.0,1354112.554112554,75.0,125.0,1.05,0.701,0.907,8530909.090909092,1996595.744680851,5.7272727272727275,0.05605046927360977,1.5873015873015874,6349.20634920635,0.060581841432225066,46123090.0,0.02191602728047741,588441.2424242424,26.009999999999998,4.238444906195857,18.357101762309494,14.118656856113637,2,7,5,6125000.0,30625600.0,45.62870757561023,76562500.0,0,1,0,0,8155863.1,22.7
YHT799,Ferretti,56.3,93840000.0,Luxury,3.1,Greek Islands,9,,550000.0,4401900.0,0.0527688877300741,111000.0,1.05,2214500.0,42.4,0.1,3724710.0,30821909.5,118600600.0,B-Grade,10.9,4.1,34.0,2021.0,10.0,26.0,21.0,442093.0,1.0,1666785.079928952,75.0,110.0,1.05,0.805,0.942,10426666.666666666,2760000.0,5.1651376146788985,0.05540437042710252,1.5985790408525755,9769.094138543518,0.04690856777493606,37247100.0,0.023598678601875533,547458.4280639432,9.610000000000001,4.030694535145645,18.357101762309494,14.32640722716385,2,8,5,4951900.0,24760600.0,42.37525400767667,61898750.0,0,0,0,0,6164444.9,22.7
YHT858,Abeking,66.7,93470000.0,Luxury,0.3,Antibes,11,,330000.0,6870100.0,0.0770333678248646,112000.0,1.354,2239300.0,41.7,0.1,4310692.0,41395976.7,129467700.0,B-Grade,11.1,4.3,42.0,2024.0,6.0,22.0,19.4,426331.0,0.0,1401349.3253373313,75.0,110.0,1.25,0.982,0.906,8497272.727272727,2225476.1904761903,6.009009009009009,0.056728392560476515,1.649175412293853,4947.526236881559,0.0735005884240933,43106920.0,0.023957419492885417,620629.335832084,0.09,4.200204952921578,18.353151087158768,14.152946134237189,2,0,0,7200100.0,35997700.0,41.74072254722458,90001250.0,0,1,0,0,8279258.3,22.7
YHT931,Feadship,58.2,93170000.0,Luxury,1.5,Caribbean,9,,440000.0,7263000.0,0.0826776078360399,96000.0,1.158,1915900.0,48.6,0.1,4606547.0,50865748.9,131684500.0,B-Grade,10.2,3.6,32.0,2023.0,8.0,26.0,19.8,410125.0,0.0,1600859.1065292095,75.0,125.0,1.2,0.903,0.893,10352222.222222222,2911562.5,5.7058823529411775,0.05390472340138805,1.5463917525773196,7560.137457044673,0.07795427712783085,46065470.0,0.020563486100676185,873981.9398625429,2.25,4.063885354737392,18.34993633942661,14.286050984689215,2,7,1,7703000.0,38514500.0,48.629886737303615,96287500.0,0,0,0,0,10173217.3,22.69
YHT630,Oceanco,62.5,93130000.0,Luxury,3.3,Singapore,10,,385000.0,5648600.0,0.0647832746309861,98000.0,1.123,1960300.0,47.5,0.1,4999684.0,42391407.3,123302700.0,B-Grade,10.3,4.0,31.0,2021.0,7.0,22.0,18.4,587062.0,0.0,1490080.0,75.0,115.0,1.15,0.795,0.862,9313000.0,3004193.5483870967,6.067961165048543,0.048155339805825245,1.6,6160.0,0.06065285085364544,49996840.0,0.02104907119080855,678262.5168,10.889999999999999,4.135166556742356,18.34950692449784,14.214340367755485,2,12,8,6033600.0,30172700.0,47.50803448451767,75420000.0,0,1,1,0,8478346.0,22.7
YHT978,Abeking,53.9,92740000.0,Luxury,0.2,Singapore,8,,440000.0,4000600.0,0.0478809536392626,112000.0,1.183,2239800.0,41.4,0.1,6983912.0,75194342.3,114946500.0,B-Grade,9.7,4.0,27.0,2024.0,8.0,26.0,22.8,596607.0,1.0,1720593.6920222635,75.0,110.0,1.15,0.988,0.864,11592500.0,3434814.814814815,5.556701030927836,0.05164202513245224,1.4842300556586272,8163.265306122449,0.04313780461505284,69839120.0,0.024151390985551004,1395071.2857142857,0.04000000000000001,3.9871304779149512,18.34531043692759,14.358179959012638,2,0,8,4440600.0,22206500.0,41.40548263237789,55507500.0,0,0,1,0,15038931.5,22.7
YHT360,Ferretti,64.1,92730000.0,Luxury,0.8,St. Barts,10,,550000.0,7011900.0,0.0815489587046241,106000.0,1.174,2113800.0,43.9,0.1,3373376.0,29431479.8,130537800.0,B-Grade,10.1,3.9,32.0,2024.0,10.0,22.0,18.6,421665.0,1.0,1446645.8658346336,75.0,110.0,1.22,0.945,0.994,9273000.0,2897812.5,6.346534653465346,0.04942771968304475,1.5600624024960998,8580.343213728549,0.07561630540278227,33733760.0,0.02279521190553219,459149.45085803437,0.6400000000000001,4.160444363926624,18.345202602776407,14.184758238849785,2,8,11,7561900.0,37807800.0,43.868861765540736,94523750.0,0,1,0,0,5886359.0,22.7
